0,-90.9119675925926
1,-96.10516203703705
2,-62.6657175925926
3,-47.77155092592592
4,46.5917824074074
5,-3.1261342592592847
6,-18.000995370370376
7,41.76706018518517
8,90.64789351851854
9,113.02372685185188
10,67.00025462962965
11,-40.44918981481483
12,-90.9119675925926
13,-27.169050925925937
14,13.991087962962972
15,32.62608796296298
16,56.79601851851852
17,-21.78766203703706
18,-66.60831018518519
19,-50.14775462962964
20,-11.561180555555552
21,5.826875000000011
22,53.39460648148148
23,-15.567152777777801
24,-54.45648148148149
25,-27.169050925925934
26,13.991087962962972
27,32.62608796296298
28,56.79601851851852
29,-21.78766203703706
30,-61.74757870370371
31,-40.956273148148156
32,-1.3402731481481425
33,16.546560185185196
34,54.7551712962963
35,-18.055356481481503
36,-54.45648148148149
37,-27.169050925925934
38,13.991087962962972
39,32.62608796296298
40,56.796018518518515
41,-21.787662037037062
42,-59.664408068783075
43,-37.017066798941805
44,3.0401157407407475
45,21.140710978835994
46,55.3382705026455
47,-19.121729497354522
