FS_ID;156;156;158;158;172;173;175;176;178
156;1.0;1.0;0.6415981254769149;0.6415981254769149;0.7993662430051138;0.786323796761339;0.786323796761339;0.786323796761339;0.7826152575764351
156;1.0;1.0;0.6415981254769149;0.6415981254769149;0.7993662430051138;0.786323796761339;0.786323796761339;0.786323796761339;0.7826152575764351
158;0.6415981254769149;0.6415981254769149;1.0;1.0;0.649372932496443;0.6472601090240154;0.6472601090240154;0.6472601090240154;0.64592703563834
158;0.6415981254769149;0.6415981254769149;1.0;1.0;0.649372932496443;0.6472601090240154;0.6472601090240154;0.6472601090240154;0.64592703563834
172;0.7993662430051138;0.7993662430051138;0.649372932496443;0.649372932496443;1.0;0.9996025565862666;0.9996025565862666;0.9996025565862666;0.9992224097204393
173;0.786323796761339;0.786323796761339;0.6472601090240154;0.6472601090240154;0.9996025565862666;1.0;1.0;1.0;0.9996257105753937
175;0.786323796761339;0.786323796761339;0.6472601090240154;0.6472601090240154;0.9996025565862666;1.0;1.0;1.0;0.9996257105753937
176;0.786323796761339;0.786323796761339;0.6472601090240154;0.6472601090240154;0.9996025565862666;1.0;1.0;1.0;0.9996257105753937
178;0.7826152575764351;0.7826152575764351;0.64592703563834;0.64592703563834;0.9992224097204393;0.9996257105753937;0.9996257105753937;0.9996257105753937;1.0
